Date,Ticker,weight,alpha_state,alpha_state_display,fusion_live,budget_mult,source_alpha_date,alpha_quality_ok,alpha_drift_ok,alpha_trial_gate_open,alpha_fused_gate_open,alpha_promotion_ready,alpha_blocker_text,part3_version,run_utc
2020-12-10,VOO_CORE,0.3674605266024225,LIVE_FUSED,LIVE_FUSED,1,1.0,2020-12-10,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2020-12-21,IEF_CORE,0.45637091151629183,LIVE_FUSED,LIVE_FUSED,1,1.0,2020-12-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2020-12-21,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2020-12-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2020-12-21,VOO_CORE,0.5036290884837081,LIVE_FUSED,LIVE_FUSED,1,1.0,2020-12-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2020-12-31,IEF_CORE,0.45637091151629183,LIVE_FUSED,LIVE_FUSED,1,1.0,2020-12-31,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2020-12-31,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2020-12-31,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2020-12-31,VOO_CORE,0.5036290884837081,LIVE_FUSED,LIVE_FUSED,1,1.0,2020-12-31,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-01-12,IEF_CORE,0.45637091151629183,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-01-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-01-12,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-01-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-01-12,VOO_CORE,0.5036290884837081,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-01-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-01-22,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-01-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-01-22,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-01-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-01-22,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-01-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-02,IEF_CORE,0.44239820229324944,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-02,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-02,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-02,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-02,VOO_CORE,0.5176017977067505,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-02,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-11,IEF_CORE,0.44239820229324944,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-11,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-11,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-11,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-11,VOO_CORE,0.5176017977067505,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-11,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-23,IEF_CORE,0.44239820229324944,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-23,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-02-23,VOO_CORE,0.5176017977067505,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-02-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-04,IEF_CORE,0.44239820229324944,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-04,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-04,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-04,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-04,VOO_CORE,0.5176017977067505,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-04,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-15,IEF_CORE,0.44239820229324944,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-15,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-15,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-15,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-15,VOO_CORE,0.5176017977067505,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-15,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-24,IEF_CORE,0.44239820229324944,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-24,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-24,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-24,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-03-24,VOO_CORE,0.5176017977067505,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-03-24,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-04-05,IEF_CORE,0.44239820229324944,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-04-05,VOO_CORE,0.5576017977067506,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-04-14,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-04-14,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-04-23,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-04-23,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-05-04,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-05-04,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-05-13,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-05-13,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-05-24,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-05-24,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-06-03,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-06-03,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-06-14,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-06-14,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-06-23,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-06-23,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-02,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-02,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-14,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-07-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-14,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-07-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-14,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-07-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-23,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-07-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-23,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-07-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-07-23,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-07-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-08-03,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-08-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-08-03,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-08-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-08-03,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-08-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-08-12,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-08-12,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-08-23,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-08-23,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-01,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-01,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-01,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-13,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-13,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-13,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-13,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-13,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-13,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-22,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-22,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-09-22,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-09-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-10-01,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-10-01,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-10-12,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-10-12,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-10-21,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-10-21,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-11-01,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-11-01,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-11-10,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-11-10,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-11-19,EFA,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-11-19,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-11-19,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-11-19,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-11-19,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-11-19,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-01,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-01,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-01,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-10,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-10,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-10,SMH,0.02,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-10,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-10,VOO_CORE,0.58,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-10,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-21,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-21,SMH,0.02,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-21,VOO_CORE,0.58,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-31,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-31,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-31,SMH,0.02,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-31,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2021-12-31,VOO_CORE,0.58,LIVE_FUSED,LIVE_FUSED,1,1.0,2021-12-31,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-01-11,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-01-11,VOO_CORE,0.6,LIVE_FUSED,LIVE_FUSED,1,1.0,,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-01-21,IEF_CORE,0.8275168804954279,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-01-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-01-21,SMH,0.02,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-01-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-01-21,VOO_CORE,0.1524831195045721,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-01-21,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-01,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-01,SMH,0.02,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-01,VOO_CORE,0.58,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-10,IEF_CORE,1.0,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-10,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-10,VOO_CORE,0.0,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-10,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-22,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-22,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-02-22,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-02-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-03,IEF_CORE,0.4,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-03,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-03,VOO_CORE,0.5599999999999999,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-14,IEF_CORE,0.5731573700557804,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-14,SMH,0.02,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-14,VOO_CORE,0.40684262994421966,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-23,IEF_CORE,1.0,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-03-23,VOO_CORE,0.0,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-03-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-01,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-01,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-01,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-12,EFA,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-12,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-12,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-22,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-22,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-04-22,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-04-22,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-03,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-03,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-03,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-12,IEF_CORE,0.6455495155162941,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-12,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-12,VOO_CORE,0.3144504844837059,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-23,IEF_CORE,0.6455495155162941,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-23,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-05-23,VOO_CORE,0.3144504844837059,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-05-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-02,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-02,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-02,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-02,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-02,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-02,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-13,IEF_CORE,0.7142318568410415,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-13,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-13,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-13,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-13,VOO_CORE,0.24576814315895854,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-13,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-23,IEF_CORE,0.5328693892151941,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-23,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-06-23,VOO_CORE,0.42713061078480596,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-06-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-05,IEF_CORE,0.5328693892151941,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-05,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-05,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-05,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-05,VOO_CORE,0.42713061078480596,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-05,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-14,IEF_CORE,0.5328693892151941,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-14,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-14,VOO_CORE,0.42713061078480596,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-14,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-25,IEF_CORE,0.5328693892151941,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-25,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-25,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-25,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-07-25,VOO_CORE,0.42713061078480596,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-07-25,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-03,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-03,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-03,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-03,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-12,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-12,IWM,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-12,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-12,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-23,IEF_CORE,0.82,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-23,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-08-23,VOO_CORE,0.14,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-08-23,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-09-01,IEF_CORE,0.5014822388359735,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-09-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
2022-09-01,SMH,0.04,LIVE_FUSED,LIVE_FUSED,1,1.0,2022-09-01,1,1,1,1,1,NONE,V1,2026-03-12T06:56:06Z
